feature1,feature2,label
-0.5861101776492486,-0.9740138097885301,0.0
-1.5036341753246305,-0.505256847891479,0.0
-1.2808994717428819,-0.1523072370007289,0.0
-0.023598126223050686,-1.5260802683452808,0.0
1.3364781241947843,-1.1597452771117887,1.0
0.3576419110271383,0.740913106234593,1.0
-0.2670878317789267,-0.9237834503851278,0.0
-1.2524612793821328,-0.6937684886237365,0.0
-0.4866268370299128,-0.07584730423519115,0.0
1.3514292097552592,-0.21199956857202662,1.0
1.0502378668278738,-0.6039819651372913,1.0
-0.11904971796130859,-0.9607307551796422,0.0
0.9244254419455066,1.334380665833117,1.0
-1.2703784400944969,-0.42354561151147524,0.0
-0.7648648537426844,0.05678780998107125,0.0
-0.6880185940601584,-1.476947477906699,0.0
-1.244023188038177,1.2703016207209878,0.0
-0.9164686973510918,-0.8945640911991526,0.0
1.0457217497151816,-0.10005158875934717,1.0
-1.4027386620481694,-0.8000599273217535,0.0
-1.7263820648296104,2.0697765505537378,0.0
0.7339250656750054,0.39992832364940534,1.0
-2.0323820204435616,2.6721914264949618,0.0
0.3813895911457361,1.7524826681092738,1.0
-0.23573827702584316,-1.3001795192084975,1.0
0.8900496553813555,0.05276602106123218,1.0
0.3519056508849072,-0.7035486931335652,0.0
0.9995975782834097,0.6570678134363358,1.0
1.5913616333636107,-2.77189489291257,0.0
-0.750903888001777,0.42332672296693086,0.0
0.9723795218193056,0.40786553366979617,1.0
-0.25316037713685147,-0.8077500638750841,0.0
-0.9014607470013298,-0.35593684212165555,0.0
1.36151516810291,-2.4687249235194564,1.0
-1.3556479501995236,-0.39382654301060477,0.0
-0.5403943630832412,-0.6177356502227225,0.0
-0.16397037456650165,-0.3296745999106563,0.0
-1.0734709747960478,-0.6210112736527315,0.0
0.6882105465080951,2.2133281499878112,1.0
-1.634138840618786,1.245754118667953,0.0
0.7732092786619282,-2.0566247878394908,1.0
-0.20064488346184706,2.2535034391752786,1.0
0.059911101281399426,-0.49709873063044774,0.0
-1.9625443272690688,-0.276826176629539,0.0
1.2739442299567898,1.3237726488819448,1.0
-1.7617745734604962,-0.6008330185720956,0.0
-0.5519484940719576,-1.075251334525036,0.0
0.4982486476771331,-1.5622902270545898,1.0
0.5648240258918831,-0.629246046284395,1.0
-2.4341479888068904,3.00576869101429,0.0
-0.5585884665826888,-0.932594897170343,0.0
-0.7507507987610236,-0.702816360053875,0.0
1.5019450066668134,-1.5974937088135877,1.0
1.2107397127046813,0.04217435464338537,1.0
-1.4623558344836156,-0.43726083599069154,0.0
-0.6489783353020971,-0.5636423199349386,0.0
-0.3409059946517402,0.1578073687035515,0.0
0.007408591973099288,-0.6324485898443866,0.0
-1.2154238450683932,-0.7407554958503842,0.0
2.184901969906349,-1.5063038362283352,1.0
-1.7127048232505209,-0.39318627737413653,0.0
0.15564794905706447,0.23850665055672304,1.0
-0.06609200477150279,-0.6648819322953123,0.0
2.0585750810494168,-0.21649477324434918,1.0
1.4069812663072228,-0.1983552590880544,1.0
-0.5955695630634451,-0.9048402238809394,0.0
0.9727561276982033,-1.2252739832931143,1.0
1.4719657034635707,-0.9995297813751018,1.0
-0.7374668147005078,-1.290827759375343,0.0
-0.17052878484167155,-0.8197900899664519,0.0
0.510011789240794,-0.36574870857419095,1.0
1.3415240174067726,-0.041547759340067714,1.0
0.987825604517166,-1.3108125538261928,1.0
2.2583531990887766,0.34448038749609133,1.0
0.6522262404470329,-1.1493500335356308,1.0
-1.0192878476301692,-0.7277498493407017,0.0
-0.23231616353139928,-1.2153909003105698,1.0
1.9573610546738311,-0.6714551877653142,1.0
0.544933386004921,0.5493037013503829,1.0
-0.1575375761633947,1.6074081187736247,1.0
-1.4133603310274594,-0.6850278783642739,0.0
0.34565792437581727,-1.913433490617895,1.0
0.3598279631709096,0.6848909465675113,1.0
-0.6965879087566944,0.5465351447425566,0.0
-0.4838283142346649,-0.3549389702721961,1.0
0.8395197254927254,-1.038531945931171,1.0
0.06293217023576281,-0.019908879283826453,0.0
-0.2774152830459876,0.026878741752006108,0.0
-0.5108483259407991,-0.8459125874824033,0.0
0.051295525867625535,0.42667695609257117,1.0
-0.5938879410913668,-0.46859930252440773,0.0
0.014774419923191173,-1.2213140722151627,0.0
1.210243553539439,-2.2473070719747716,1.0
-0.9426266078942052,-0.7660483164522894,0.0
0.49873908229574404,-1.0427801976533884,0.0
1.648518322232838,0.010152702481585285,1.0
-0.5360127891478181,0.8789908850515161,0.0
1.735249646088783,-1.6003133962787954,1.0
0.7898856179093493,-1.7499807201981237,1.0
0.7189118493318427,1.4047173305374787,1.0
0.465200206370632,0.27647883631080594,1.0
0.17911173876939857,-0.7023294852852631,1.0
1.3225414238374729,-1.2273097763691823,1.0
1.5041130370366655,-0.32240976651630326,1.0
0.7230145876443725,-1.7119818063096885,1.0
-0.398494802128257,-0.4376747194279037,0.0
-0.9653931406914642,0.3943457029995513,0.0
-0.34719695505383474,-1.645478420137521,1.0
0.9346462784089673,-1.3659608516224666,1.0
-0.9977158779757965,-0.5970747517936286,0.0
-0.4643878271351482,-1.2182254113652708,0.0
0.3290862966910315,-0.24743383462034574,0.0
-1.4629479345525946,1.0547893320705244,0.0
-1.3463142857766932,-0.7555111788826154,0.0
0.035888675680785354,-1.1860618710336794,0.0
-1.7461312607887773,1.7877416929955188,0.0
0.23256490129699692,0.49536229805228094,1.0
0.3772588286036022,1.881329751376876,1.0
1.0729828764739229,1.9094478538701605,1.0
0.1339657428065807,-1.7106698308581976,0.0
1.530627666724827,0.8283336079772972,1.0
-0.6147887334286662,-0.6718556567904569,0.0
-0.6979378603598566,1.2016417484454447,0.0
0.23409780794369628,-0.6362109202981925,1.0
-0.984076109221042,-0.49778541095398204,0.0
-1.0046118364832548,-0.5954246440107991,0.0
-0.669414239332177,0.39838616696072277,0.0
-0.7645061555903863,1.187077449896924,0.0
